pubkey,scid,channel_capacity,outgoing_reputation,incoming_revenue
039edc94987c8f3adc28dab455efc00dea876089a120f573bd0b03c40d9d3fb1e1,509073883725824,100000000000,9490,3960
039edc94987c8f3adc28dab455efc00dea876089a120f573bd0b03c40d9d3fb1e1,365037860487168,2000000000,80141,918
039edc94987c8f3adc28dab455efc00dea876089a120f573bd0b03c40d9d3fb1e1,548656302325760,6000000000,0,1195
039edc94987c8f3adc28dab455efc00dea876089a120f573bd0b03c40d9d3fb1e1,592636767436800,16777215000,145939,9087
039edc94987c8f3adc28dab455efc00dea876089a120f573bd0b03c40d9d3fb1e1,511272906981376,16000000000,8076717,6356
039edc94987c8f3adc28dab455efc00dea876089a120f573bd0b03c40d9d3fb1e1,401321744203776,50000000000,63597,669
025022f660d278b8d90415bdde1b385841b6caf179dc69569e4b55fd5aec70555f,510173395353600,16777215000,4890122,0
025022f660d278b8d90415bdde1b385841b6caf179dc69569e4b55fd5aec70555f,428809534898176,5000000000,103976,10204
025022f660d278b8d90415bdde1b385841b6caf179dc69569e4b55fd5aec70555f,531064116281344,10000000000,326618,0
025022f660d278b8d90415bdde1b385841b6caf179dc69569e4b55fd5aec70555f,536561674420224,8000000000,70825,11896
025022f660d278b8d90415bdde1b385841b6caf179dc69569e4b55fd5aec70555f,539860209303552,10000000000,0,5267812
025022f660d278b8d90415bdde1b385841b6caf179dc69569e4b55fd5aec70555f,507974372098048,10000000000,13883,1
025022f660d278b8d90415bdde1b385841b6caf179dc69569e4b55fd5aec70555f,403520767459328,7651301000,1522097,0
025022f660d278b8d90415bdde1b385841b6caf179dc69569e4b55fd5aec70555f,409018325598208,30000000000,0,1623324
025022f660d278b8d90415bdde1b385841b6caf179dc69569e4b55fd5aec70555f,432108069781504,5000000000,12109,26338
03ff8254accfed217b86979443346dcee6673ffb06eb7942d0ef14f568930625b7,415615395364864,2000000000,0,0
03ff8254accfed217b86979443346dcee6673ffb06eb7942d0ef14f568930625b7,478287558148096,2000000000,0,0
02c4a7390c5c0e28eff5d8034a49d724900b196948f5723fecd887512b2f0020f3,433207581409280,10000000000,89827,120338
02c4a7390c5c0e28eff5d8034a49d724900b196948f5723fecd887512b2f0020f3,432108069781504,5000000000,13510,402803
02c4a7390c5c0e28eff5d8034a49d724900b196948f5723fecd887512b2f0020f3,533263139536896,10000000000,272800,346654
02c4a7390c5c0e28eff5d8034a49d724900b196948f5723fecd887512b2f0020f3,532163627909120,10000000000,430196,0
02c4a7390c5c0e28eff5d8034a49d724900b196948f5723fecd887512b2f0020f3,472790000009216,2000000000,337819,276990
02c4a7390c5c0e28eff5d8034a49d724900b196948f5723fecd887512b2f0020f3,426610511642624,2500000000,6666,3368
0243054886aa6026a4312583bab952dad7723f840d037884d5a72b729fdb52ecbd,595935302320128,16486691000,50196,398643
0243054886aa6026a4312583bab952dad7723f840d037884d5a72b729fdb52ecbd,592636767436800,16777215000,1265131,186480
0243054886aa6026a4312583bab952dad7723f840d037884d5a72b729fdb52ecbd,600333348831232,12393755000,0,2337987
0243054886aa6026a4312583bab952dad7723f840d037884d5a72b729fdb52ecbd,594835790692352,3508609000,715586,18693
0243054886aa6026a4312583bab952dad7723f840d037884d5a72b729fdb52ecbd,593736279064576,16777215000,416723,298847
0243054886aa6026a4312583bab952dad7723f840d037884d5a72b729fdb52ecbd,554153860464640,5662475000,200922,135355
0243054886aa6026a4312583bab952dad7723f840d037884d5a72b729fdb52ecbd,446401720942592,3066952000,730424,0
031bdbb93de14f5c3b1295fb964e6acce26d1dbfef8b18dfffdd45586551dcf1be,489282674425856,5000000000,0,0
031bdbb93de14f5c3b1295fb964e6acce26d1dbfef8b18dfffdd45586551dcf1be,599233837203456,10000000000,0,0
031bdbb93de14f5c3b1295fb964e6acce26d1dbfef8b18dfffdd45586551dcf1be,465093418614784,10000000000,0,0
031bdbb93de14f5c3b1295fb964e6acce26d1dbfef8b18dfffdd45586551dcf1be,477188046520320,2000000000,0,0
02d64d032d72d826b0b3ecbe359f11236995abd2491b5868c0abff42f7a0327a90,354042744209408,500000000,5252,30153
02d64d032d72d826b0b3ecbe359f11236995abd2491b5868c0abff42f7a0327a90,485984139542528,2000000000,11987,4460
02d64d032d72d826b0b3ecbe359f11236995abd2491b5868c0abff42f7a0327a90,414515883737088,1000000000,0,725
02d64d032d72d826b0b3ecbe359f11236995abd2491b5868c0abff42f7a0327a90,355142255837184,10009953000,18167,64
